,plate_id,study,plate_type,species,strain,media,rep,setup_time
1494,656,Saier collab,PM11C,E. coli,BW25113 delta yneJ,IF10b,R1,12/5/2019 5:32:28 PM
1495,657,Saier collab,PM11C,E. coli,BW25113 delta yneJ,IF10b+20mM L-Glutamate,R1,12/5/2019 5:32:28 PM
1496,658,Saier collab,PM12B,E. coli,BW25113,IF10b+Inosine,R2,12/12/2019 4:27:29 PM
1497,659,Saier collab,PM12B,E. coli,BW25113,IF10+Inosine,R1,12/12/2019 4:27:29 PM
1498,660,Saier collab,PM12B,E. coli,BW25113 delta ydhC,IF10b+Inosine,R1,12/12/2019 4:27:29 PM
1499,661,Saier collab,PM12B,E. coli,BW25113 delta ydhC,IF10b+Inosine,R2,12/12/2019 4:27:29 PM
1500,668,Saier collab,PM11C,E. coli,BW25113 delta arcAB Kanamycin+,IF0a,1,2/21/2020 17:58
1501,669,Saier collab,PM11C,E. coli,BW25113 delta arcAB Kanamycin+,IF0a,2,2/21/2020 17:58
1502,670,Saier collab,PM11C,E. coli,BW25113 delta arcAB yfcJ yhhS Kanamycin-,IF0a,1,2/21/2020 17:58
1503,671,Saier collab,PM11C,E. coli,BW25113 delta arcAB yfcJ yhhS Kanamycin-,IF0a,2,2/21/2020 17:58
1504,672,Saier collab,PM12B,E. coli,BW25113 delta arcAB Kanamycin+,IF0a,1,2/21/2020 17:58
1505,673,Saier collab,PM12B,E. coli,BW25113 delta arcAB Kanamycin+,IF0a,2,2/21/2020 17:58
1506,674,Saier collab,PM12B,E. coli,BW25113 delta arcAB yfcJ yhhS Kanamycin-,IF0a,1,2/21/2020 17:58
1507,675,Saier collab,PM12B,E. coli,BW25113 delta arcAB yfcJ yhhS Kanamycin-,IF0a,2,2/21/2020 17:58
1508,453,Sakoulas strains,PM11C,S. aureus,D592,MHB,R1,2/4/2020 1:28:20 PM
1509,454,Sakoulas strains,PM11C,S. aureus,D592,MHB,R2,2/4/2020 1:28:20 PM
1510,455,Sakoulas strains,PM11C,S. aureus,D712,MHB,R1,2/4/2020 1:28:20 PM
1511,456,Sakoulas strains,PM11C,S. aureus,D712,MHB,R2,2/4/2020 1:28:20 PM
1512,457,Sakoulas strains,PM11C,S. aureus,LAC,MHB,R1,2/4/2020 1:28:20 PM
1513,458,Sakoulas strains,PM11C,S. aureus,LAC,MHB,R2,2/4/2020 1:28:20 PM
1514,459,Sakoulas strains,PM11C,S. aureus,Sakoulas_1,MHB,R1,1/24/2020 3:04:59 PM
1515,460,Sakoulas strains,PM11C,S. aureus,Sakoulas_1,MHB,R2,1/24/2020 3:04:59 PM
1516,461,Sakoulas strains,PM11C,S. aureus,Sakoulas_12,MHB,R1,1/27/2020 3:41:59 PM
1517,462,Sakoulas strains,PM11C,S. aureus,Sakoulas_12,MHB,R2,1/27/2020 3:41:59 PM
1518,463,Sakoulas strains,PM11C,S. aureus,Sakoulas_14,MHB,R1,1/27/2020 3:41:59 PM
1519,464,Sakoulas strains,PM11C,S. aureus,Sakoulas_14,MHB,R2,1/27/2020 3:41:59 PM
1520,465,Sakoulas strains,PM11C,S. aureus,Sakoulas_2,MHB,R1,1/24/2020 3:04:59 PM
1521,466,Sakoulas strains,PM11C,S. aureus,Sakoulas_2,MHB,R2,1/24/2020 3:04:59 PM
1522,467,Sakoulas strains,PM11C,S. aureus,Sakoulas_20,MHB,R1,1/27/2020 3:41:59 PM
1523,468,Sakoulas strains,PM11C,S. aureus,Sakoulas_20,MHB,R2,1/27/2020 3:41:59 PM
1524,469,Sakoulas strains,PM11C,S. aureus,Sakoulas_22,MHB,R1,1/29/2020 3:14:03 PM
1525,470,Sakoulas strains,PM11C,S. aureus,Sakoulas_22,MHB,R2,1/29/2020 3:14:03 PM
1526,471,Sakoulas strains,PM11C,S. aureus,Sakoulas_23,MHB,R1,1/29/2020 3:14:03 PM
1527,472,Sakoulas strains,PM11C,S. aureus,Sakoulas_23,MHB,R2,1/29/2020 3:14:03 PM
1528,473,Sakoulas strains,PM11C,S. aureus,Sakoulas_26,MHB,R1,1/29/2020 3:14:03 PM
1529,474,Sakoulas strains,PM11C,S. aureus,Sakoulas_26,MHB,R2,1/29/2020 3:14:03 PM
1530,475,Sakoulas strains,PM11C,S. aureus,Sakoulas_28,MHB,R1,1/31/2020 11:56:04 AM
1531,476,Sakoulas strains,PM11C,S. aureus,Sakoulas_28,MHB,R2,1/31/2020 11:56:04 AM
1532,477,Sakoulas strains,PM11C,S. aureus,Sakoulas_29,MHB,R1,1/31/2020 11:56:04 AM
1533,478,Sakoulas strains,PM11C,S. aureus,Sakoulas_29,MHB,R2,1/31/2020 11:56:04 AM
1534,479,Sakoulas strains,PM11C,S. aureus,Sakoulas_31,MHB,R1,1/31/2020 11:56:04 AM
1535,480,Sakoulas strains,PM11C,S. aureus,Sakoulas_31,MHB,R2,1/31/2020 11:56:04 AM
1536,481,Sakoulas strains,PM11C,S. aureus,Sakoulas_33,MHB,R1,2/1/2020 12:43:48 PM
1537,482,Sakoulas strains,PM11C,S. aureus,Sakoulas_33,MHB,R2,2/1/2020 12:43:48 PM
1538,483,Sakoulas strains,PM11C,S. aureus,Sakoulas_38,MHB,R1,2/1/2020 12:43:48 PM
1539,484,Sakoulas strains,PM11C,S. aureus,Sakoulas_38,MHB,R2,2/1/2020 12:43:48 PM
1540,485,Sakoulas strains,PM11C,S. aureus,Sakoulas_40,MHB,R1,2/1/2020 12:43:48 PM
1541,486,Sakoulas strains,PM11C,S. aureus,Sakoulas_40,MHB,R2,2/1/2020 12:43:48 PM
1542,487,Sakoulas strains,PM11C,S. aureus,Sakoulas_42,MHB,R1,2/3/2020 1:47:28 PM
1543,488,Sakoulas strains,PM11C,S. aureus,Sakoulas_42,MHB,R2,2/3/2020 1:47:28 PM
1544,489,Sakoulas strains,PM11C,S. aureus,Sakoulas_43,MHB,R1,2/3/2020 1:47:28 PM
1545,490,Sakoulas strains,PM11C,S. aureus,Sakoulas_43,MHB,R2,2/3/2020 1:47:28 PM
1546,491,Sakoulas strains,PM11C,S. aureus,Sakoulas_45,MHB,R1,2/3/2020 1:47:28 PM
1547,492,Sakoulas strains,PM11C,S. aureus,Sakoulas_45,MHB,R2,2/3/2020 1:47:28 PM
1548,493,Sakoulas strains,PM11C,S. aureus,Sakoulas_5,MHB,R1,1/24/2020 3:04:59 PM
1549,494,Sakoulas strains,PM11C,S. aureus,Sakoulas_5,MHB,R2,1/24/2020 3:04:59 PM
1550,495,Sakoulas strains,PM11C,S. aureus,Sakoulas_6,MHB,R1,1/25/2020 2:07:30 PM
1551,496,Sakoulas strains,PM11C,S. aureus,Sakoulas_6,MHB,R2,1/25/2020 2:07:30 PM
1552,497,Sakoulas strains,PM11C,S. aureus,Sakoulas_7,MHB,R1,1/25/2020 2:07:30 PM
1553,498,Sakoulas strains,PM11C,S. aureus,Sakoulas_7,MHB,R2,1/25/2020 2:07:30 PM
1554,499,Sakoulas strains,PM11C,S. aureus,Sakoulas_9,MHB,R1,1/25/2020 2:07:30 PM
1555,500,Sakoulas strains,PM11C,S. aureus,Sakoulas_9,MHB,R2,1/25/2020 2:07:30 PM
1556,501,Sakoulas strains,PM11C,S. aureus,D592,RPMI,R1,2/4/2020 1:28:20 PM
1557,502,Sakoulas strains,PM11C,S. aureus,D592,RPMI,R2,2/4/2020 1:28:20 PM
1558,503,Sakoulas strains,PM11C,S. aureus,D712,RPMI,R1,2/4/2020 1:28:20 PM
1559,504,Sakoulas strains,PM11C,S. aureus,D712,RPMI,R2,2/4/2020 1:28:20 PM
1560,505,Sakoulas strains,PM11C,S. aureus,LAC,RPMI,R1,2/4/2020 1:28:20 PM
1561,506,Sakoulas strains,PM11C,S. aureus,LAC,RPMI,R2,2/4/2020 1:28:20 PM
1562,507,Sakoulas strains,PM11C,S. aureus,Sakoulas_1,RPMI,R1,1/24/2020 3:04:59 PM
1563,508,Sakoulas strains,PM11C,S. aureus,Sakoulas_1,RPMI,R2,1/24/2020 3:04:59 PM
1564,509,Sakoulas strains,PM11C,S. aureus,Sakoulas_12,RPMI,R1,1/27/2020 3:41:59 PM
1565,510,Sakoulas strains,PM11C,S. aureus,Sakoulas_12,RPMI,R2,1/27/2020 3:41:59 PM
1566,511,Sakoulas strains,PM11C,S. aureus,Sakoulas_14,RPMI,R1,1/27/2020 3:41:59 PM
1567,512,Sakoulas strains,PM11C,S. aureus,Sakoulas_14,RPMI,R2,1/27/2020 3:41:59 PM
1568,513,Sakoulas strains,PM11C,S. aureus,Sakoulas_2,RPMI,R1,1/24/2020 3:04:59 PM
1569,514,Sakoulas strains,PM11C,S. aureus,Sakoulas_2,RPMI,R2,1/24/2020 3:04:59 PM
1570,515,Sakoulas strains,PM11C,S. aureus,Sakoulas_20,RPMI,R1,1/27/2020 3:41:59 PM
1571,516,Sakoulas strains,PM11C,S. aureus,Sakoulas_20,RPMI,R2,1/27/2020 3:41:59 PM
1572,517,Sakoulas strains,PM11C,S. aureus,Sakoulas_22,RPMI,R1,1/29/2020 3:14:03 PM
1573,518,Sakoulas strains,PM11C,S. aureus,Sakoulas_22,RPMI,R2,1/29/2020 3:14:03 PM
1574,519,Sakoulas strains,PM11C,S. aureus,Sakoulas_23,RPMI,R1,1/29/2020 3:14:03 PM
1575,520,Sakoulas strains,PM11C,S. aureus,Sakoulas_23,RPMI,R2,1/29/2020 3:14:03 PM
1576,521,Sakoulas strains,PM11C,S. aureus,Sakoulas_26,RPMI,R1,1/29/2020 3:14:03 PM
1577,522,Sakoulas strains,PM11C,S. aureus,Sakoulas_26,RPMI,R2,1/29/2020 3:14:03 PM
1578,523,Sakoulas strains,PM11C,S. aureus,Sakoulas_28,RPMI,R1,1/31/2020 11:56:04 AM
1579,524,Sakoulas strains,PM11C,S. aureus,Sakoulas_28,RPMI,R2,1/31/2020 11:56:04 AM
1580,525,Sakoulas strains,PM11C,S. aureus,Sakoulas_29,RPMI,R1,1/31/2020 11:56:04 AM
1581,526,Sakoulas strains,PM11C,S. aureus,Sakoulas_29,RPMI,R2,1/31/2020 11:56:04 AM
1582,527,Sakoulas strains,PM11C,S. aureus,Sakoulas_31,RPMI,R1,1/31/2020 11:56:04 AM
1583,528,Sakoulas strains,PM11C,S. aureus,Sakoulas_31,RPMI,R2,1/31/2020 11:56:04 AM
1584,529,Sakoulas strains,PM11C,S. aureus,Sakoulas_31,RPMI,R2,1/31/2020 11:56:04 AM
1585,530,Sakoulas strains,PM11C,S. aureus,Sakoulas_33,RPMI,R1,2/1/2020 12:43:48 PM
1586,531,Sakoulas strains,PM11C,S. aureus,Sakoulas_33,RPMI,R2,2/1/2020 12:43:48 PM
1587,532,Sakoulas strains,PM11C,S. aureus,Sakoulas_38,RPMI,R1,2/1/2020 12:43:48 PM
1588,533,Sakoulas strains,PM11C,S. aureus,Sakoulas_38,RPMI,R2,2/1/2020 12:43:48 PM
1589,534,Sakoulas strains,PM11C,S. aureus,Sakoulas_40,RPMI,R1,2/1/2020 12:43:48 PM
1590,535,Sakoulas strains,PM11C,S. aureus,Sakoulas_40,RPMI,R2,2/1/2020 12:43:48 PM
1591,536,Sakoulas strains,PM11C,S. aureus,Sakoulas_42,RPMI,R1,2/3/2020 1:47:28 PM
1592,537,Sakoulas strains,PM11C,S. aureus,Sakoulas_42,RPMI,R2,2/3/2020 1:47:28 PM
1593,538,Sakoulas strains,PM11C,S. aureus,Sakoulas_43,RPMI,R1,2/3/2020 1:47:28 PM
1594,539,Sakoulas strains,PM11C,S. aureus,Sakoulas_43,RPMI,R2,2/3/2020 1:47:28 PM
1595,540,Sakoulas strains,PM11C,S. aureus,Sakoulas_45,RPMI,R1,2/3/2020 1:47:28 PM
1596,541,Sakoulas strains,PM11C,S. aureus,Sakoulas_45,RPMI,R2,2/3/2020 1:47:28 PM
1597,542,Sakoulas strains,PM11C,S. aureus,Sakoulas_5,RPMI,R1,1/24/2020 3:04:59 PM
1598,543,Sakoulas strains,PM11C,S. aureus,Sakoulas_5,RPMI,R2,1/24/2020 3:04:59 PM
1599,544,Sakoulas strains,PM11C,S. aureus,Sakoulas_6,RPMI,R1,1/25/2020 2:07:30 PM
1600,545,Sakoulas strains,PM11C,S. aureus,Sakoulas_6,RPMI,R2,1/25/2020 2:07:30 PM
1601,546,Sakoulas strains,PM11C,S. aureus,Sakoulas_7,RPMI,R1,1/25/2020 2:07:30 PM
1602,547,Sakoulas strains,PM11C,S. aureus,Sakoulas_7,RPMI,R2,1/25/2020 2:07:30 PM
1603,548,Sakoulas strains,PM11C,S. aureus,Sakoulas_9,RPMI,R1,1/25/2020 2:07:30 PM
1604,549,Sakoulas strains,PM11C,S. aureus,Sakoulas_9,RPMI,R2,1/25/2020 2:07:30 PM
1605,550,Sakoulas strains,PM12B,S. aureus,D592,MHB,R1,2/4/2020 1:28:20 PM
1606,551,Sakoulas strains,PM12B,S. aureus,D592,MHB,R2,2/4/2020 1:28:20 PM
1607,552,Sakoulas strains,PM12B,S. aureus,D712,MHB,R1,2/4/2020 1:28:20 PM
1608,553,Sakoulas strains,PM12B,S. aureus,D712,MHB,R2,2/4/2020 1:28:20 PM
1609,554,Sakoulas strains,PM12B,S. aureus,LAC,MHB,R1,2/4/2020 1:28:20 PM
1610,555,Sakoulas strains,PM12B,S. aureus,LAC,MHB,R2,2/4/2020 1:28:20 PM
1611,556,Sakoulas strains,PM12B,S. aureus,Sakoulas_1,MHB,R1,1/24/2020 3:04:59 PM
1612,557,Sakoulas strains,PM12B,S. aureus,Sakoulas_1,MHB,R2,1/24/2020 3:04:59 PM
1613,558,Sakoulas strains,PM12B,S. aureus,Sakoulas_12,MHB,R1,1/27/2020 3:41:59 PM
1614,559,Sakoulas strains,PM12B,S. aureus,Sakoulas_12,MHB,R2,1/27/2020 3:41:59 PM
1615,560,Sakoulas strains,PM12B,S. aureus,Sakoulas_14,MHB,R1,1/27/2020 3:41:59 PM
1616,561,Sakoulas strains,PM12B,S. aureus,Sakoulas_14,MHB,R2,1/27/2020 3:41:59 PM
1617,562,Sakoulas strains,PM12B,S. aureus,Sakoulas_2,MHB,R1,1/24/2020 3:04:59 PM
1618,563,Sakoulas strains,PM12B,S. aureus,Sakoulas_2,MHB,R2,1/24/2020 3:04:59 PM
1619,564,Sakoulas strains,PM12B,S. aureus,Sakoulas_20,MHB,R1,1/27/2020 3:41:59 PM
1620,565,Sakoulas strains,PM12B,S. aureus,Sakoulas_20,MHB,R2,1/27/2020 3:41:59 PM
1621,566,Sakoulas strains,PM12B,S. aureus,Sakoulas_22,MHB,R1,1/29/2020 3:14:03 PM
1622,567,Sakoulas strains,PM12B,S. aureus,Sakoulas_22,MHB,R2,1/29/2020 3:14:03 PM
1623,568,Sakoulas strains,PM12B,S. aureus,Sakoulas_23,MHB,R1,1/29/2020 3:14:03 PM
1624,569,Sakoulas strains,PM12B,S. aureus,Sakoulas_23,MHB,R2,1/29/2020 3:14:03 PM
1625,570,Sakoulas strains,PM12B,S. aureus,Sakoulas_26,MHB,R1,1/29/2020 3:14:03 PM
1626,571,Sakoulas strains,PM12B,S. aureus,Sakoulas_26,MHB,R2,1/29/2020 3:14:03 PM
1627,572,Sakoulas strains,PM12B,S. aureus,Sakoulas_28,MHB,R1,1/31/2020 11:56:04 AM
1628,573,Sakoulas strains,PM12B,S. aureus,Sakoulas_28,MHB,R2,1/31/2020 11:56:04 AM
1629,574,Sakoulas strains,PM12B,S. aureus,Sakoulas_29,MHB,R1,1/31/2020 11:56:04 AM
1630,575,Sakoulas strains,PM12B,S. aureus,Sakoulas_29,MHB,R2,1/31/2020 11:56:04 AM
1631,576,Sakoulas strains,PM12B,S. aureus,Sakoulas_31,MHB,R1,1/31/2020 11:56:04 AM
1632,577,Sakoulas strains,PM12B,S. aureus,Sakoulas_31,MHB,R2,1/31/2020 11:56:04 AM
1633,578,Sakoulas strains,PM12B,S. aureus,Sakoulas_33,MHB,R1,2/1/2020 12:43:48 PM
1634,579,Sakoulas strains,PM12B,S. aureus,Sakoulas_33,MHB,R2,2/1/2020 12:43:48 PM
1635,580,Sakoulas strains,PM12B,S. aureus,Sakoulas_38,MHB,R1,2/1/2020 12:43:48 PM
1636,581,Sakoulas strains,PM12B,S. aureus,Sakoulas_38,MHB,R2,2/1/2020 12:43:48 PM
1637,582,Sakoulas strains,PM12B,S. aureus,Sakoulas_40,MHB,R1,2/1/2020 12:43:48 PM
1638,583,Sakoulas strains,PM12B,S. aureus,Sakoulas_40,MHB,R2,2/1/2020 12:43:48 PM
1639,584,Sakoulas strains,PM12B,S. aureus,Sakoulas_42,MHB,R1,2/3/2020 1:47:28 PM
1640,585,Sakoulas strains,PM12B,S. aureus,Sakoulas_42,MHB,R2,2/3/2020 1:47:28 PM
1641,586,Sakoulas strains,PM12B,S. aureus,Sakoulas_43,MHB,R1,2/3/2020 1:47:28 PM
1642,587,Sakoulas strains,PM12B,S. aureus,Sakoulas_43,MHB,R2,2/3/2020 1:47:28 PM
1643,588,Sakoulas strains,PM12B,S. aureus,Sakoulas_45,MHB,R1,2/3/2020 1:47:28 PM
1644,589,Sakoulas strains,PM12B,S. aureus,Sakoulas_45,MHB,R2,2/3/2020 1:47:28 PM
1645,590,Sakoulas strains,PM12B,S. aureus,Sakoulas_5,MHB,R1,1/24/2020 3:04:59 PM
1646,591,Sakoulas strains,PM12B,S. aureus,Sakoulas_5,MHB,R2,1/24/2020 3:04:59 PM
1647,592,Sakoulas strains,PM12B,S. aureus,Sakoulas_6,MHB,R1,1/25/2020 2:07:30 PM
1648,593,Sakoulas strains,PM12B,S. aureus,Sakoulas_6,MHB,R2,1/25/2020 2:07:30 PM
1649,594,Sakoulas strains,PM12B,S. aureus,Sakoulas_7,MHB,R1,1/25/2020 2:07:30 PM
1650,595,Sakoulas strains,PM12B,S. aureus,Sakoulas_7,MHB,R2,1/25/2020 2:07:30 PM
1651,596,Sakoulas strains,PM12B,S. aureus,Sakoulas_9,MHB,R1,1/25/2020 2:07:30 PM
1652,597,Sakoulas strains,PM12B,S. aureus,Sakoulas_9,MHB,R2,1/25/2020 2:07:30 PM
1653,598,Sakoulas strains,PM12B,S. aureus,D592,RPMI,R1,2/4/2020 1:28:20 PM
1654,599,Sakoulas strains,PM12B,S. aureus,D592,RPMI,R2,2/4/2020 1:28:20 PM
1655,600,Sakoulas strains,PM12B,S. aureus,D712,RPMI,R1,2/4/2020 1:28:20 PM
1656,601,Sakoulas strains,PM12B,S. aureus,D712,RPMI,R2,2/4/2020 1:28:20 PM
1657,602,Sakoulas strains,PM12B,S. aureus,LAC,RPMI,R1,2/4/2020 1:28:20 PM
1658,603,Sakoulas strains,PM12B,S. aureus,LAC,RPMI,R2,2/4/2020 1:28:20 PM
1659,604,Sakoulas strains,PM12B,S. aureus,Sakoulas_1,RPMI,R1,1/24/2020 3:04:59 PM
1660,605,Sakoulas strains,PM12B,S. aureus,Sakoulas_1,RPMI,R2,1/24/2020 3:04:59 PM
1661,606,Sakoulas strains,PM12B,S. aureus,Sakoulas_12,RPMI,R1,1/27/2020 3:41:59 PM
1662,607,Sakoulas strains,PM12B,S. aureus,Sakoulas_12,RPMI,R2,1/27/2020 3:41:59 PM
1663,608,Sakoulas strains,PM12B,S. aureus,Sakoulas_14,RPMI,R1,1/27/2020 3:41:59 PM
1664,609,Sakoulas strains,PM12B,S. aureus,Sakoulas_14,RPMI,R2,1/27/2020 3:41:59 PM
1665,610,Sakoulas strains,PM12B,S. aureus,Sakoulas_2,RPMI,R1,1/24/2020 3:04:59 PM
1666,611,Sakoulas strains,PM12B,S. aureus,Sakoulas_2,RPMI,R2,1/24/2020 3:04:59 PM
1667,612,Sakoulas strains,PM12B,S. aureus,Sakoulas_20,RPMI,R1,1/27/2020 3:41:59 PM
1668,613,Sakoulas strains,PM12B,S. aureus,Sakoulas_20,RPMI,R2,1/27/2020 3:41:59 PM
1669,614,Sakoulas strains,PM12B,S. aureus,Sakoulas_22,RPMI,R1,1/29/2020 3:14:03 PM
1670,615,Sakoulas strains,PM12B,S. aureus,Sakoulas_22,RPMI,R2,1/29/2020 3:14:03 PM
1671,616,Sakoulas strains,PM12B,S. aureus,Sakoulas_23,RPMI,R1,1/29/2020 3:14:03 PM
1672,617,Sakoulas strains,PM12B,S. aureus,Sakoulas_23,RPMI,R2,1/29/2020 3:14:03 PM
1673,618,Sakoulas strains,PM12B,S. aureus,Sakoulas_26,RPMI,R1,1/29/2020 3:14:03 PM
1674,619,Sakoulas strains,PM12B,S. aureus,Sakoulas_26,RPMI,R2,1/29/2020 3:14:03 PM
1675,620,Sakoulas strains,PM12B,S. aureus,Sakoulas_28,RPMI,R1,1/31/2020 11:56:04 AM
1676,621,Sakoulas strains,PM12B,S. aureus,Sakoulas_28,RPMI,R2,1/31/2020 11:56:04 AM
1677,622,Sakoulas strains,PM12B,S. aureus,Sakoulas_29,RPMI,R1,1/31/2020 11:56:04 AM
1678,623,Sakoulas strains,PM12B,S. aureus,Sakoulas_29,RPMI,R2,1/31/2020 11:56:04 AM
1679,624,Sakoulas strains,PM12B,S. aureus,Sakoulas_31,RPMI,R1,1/31/2020 11:56:04 AM
1680,625,Sakoulas strains,PM12B,S. aureus,Sakoulas_33,RPMI,R1,2/1/2020 12:43:48 PM
1681,626,Sakoulas strains,PM12B,S. aureus,Sakoulas_33,RPMI,R2,2/1/2020 12:43:48 PM
1682,627,Sakoulas strains,PM12B,S. aureus,Sakoulas_38,RPMI,R1,2/1/2020 12:43:48 PM
1683,628,Sakoulas strains,PM12B,S. aureus,Sakoulas_38,RPMI,R2,2/1/2020 12:43:48 PM
1684,629,Sakoulas strains,PM12B,S. aureus,Sakoulas_40,RPMI,R1,2/1/2020 12:43:48 PM
1685,630,Sakoulas strains,PM12B,S. aureus,Sakoulas_40,RPMI,R2,2/1/2020 12:43:48 PM
1686,631,Sakoulas strains,PM12B,S. aureus,Sakoulas_42,RPMI,R1,2/3/2020 1:47:28 PM
1687,632,Sakoulas strains,PM12B,S. aureus,Sakoulas_42,RPMI,R2,2/3/2020 1:47:28 PM
1688,633,Sakoulas strains,PM12B,S. aureus,Sakoulas_43,RPMI,R1,2/3/2020 1:47:28 PM
1689,634,Sakoulas strains,PM12B,S. aureus,Sakoulas_43,RPMI,R2,2/3/2020 1:47:28 PM
1690,635,Sakoulas strains,PM12B,S. aureus,Sakoulas_45,RPMI,R1,2/3/2020 1:47:28 PM
1691,636,Sakoulas strains,PM12B,S. aureus,Sakoulas_45,RPMI,R2,2/3/2020 1:47:28 PM
1692,637,Sakoulas strains,PM12B,S. aureus,Sakoulas_5,RPMI,R1,1/24/2020 3:04:59 PM
1693,638,Sakoulas strains,PM12B,S. aureus,Sakoulas_5,RPMI,R2,1/24/2020 3:04:59 PM
1694,639,Sakoulas strains,PM12B,S. aureus,Sakoulas_6,RPMI,R1,1/25/2020 2:07:30 PM
1695,640,Sakoulas strains,PM12B,S. aureus,Sakoulas_6,RPMI,R2,1/25/2020 2:07:30 PM
1696,641,Sakoulas strains,PM12B,S. aureus,Sakoulas_7,RPMI,R1,1/25/2020 2:07:30 PM
1697,642,Sakoulas strains,PM12B,S. aureus,Sakoulas_7,RPMI,R2,1/25/2020 2:07:30 PM
1698,643,Sakoulas strains,PM12B,S. aureus,Sakoulas_9,RPMI,R1,1/25/2020 2:07:30 PM
1699,644,Sakoulas strains,PM12B,S. aureus,Sakoulas_9,RPMI,R2,1/25/2020 2:07:30 PM
1700,724,Sakoulas strains,PM11C,S. aureus,Sakoulas_13,MHB,R1,12/21/2019 14:25
1701,725,Sakoulas strains,PM11C,S. aureus,Sakoulas_13,MHB,R2,12/21/2019 14:25
1702,726,Sakoulas strains,PM11C,S. aureus,Sakoulas_13,RPMI,R1,12/21/2019 14:25
1703,727,Sakoulas strains,PM11C,S. aureus,Sakoulas_13,RPMI,R2,12/21/2019 14:25
1704,728,Sakoulas strains,PM11C,S. aureus,Sakoulas_15,MHB,R1,12/21/2019 14:25
1705,729,Sakoulas strains,PM11C,S. aureus,Sakoulas_15,MHB,R2,12/21/2019 14:25
1706,730,Sakoulas strains,PM11C,S. aureus,Sakoulas_15,RPMI,R1,12/21/2019 14:25
1707,731,Sakoulas strains,PM11C,S. aureus,Sakoulas_15,RPMI,R2,12/21/2019 14:25
1708,732,Sakoulas strains,PM11C,S. aureus,Sakoulas_18,MHB,R1,12/22/2019 13:54
1709,733,Sakoulas strains,PM11C,S. aureus,Sakoulas_18,MHB,R2,12/22/2019 13:54
1710,734,Sakoulas strains,PM11C,S. aureus,Sakoulas_18,RPMI,R1,12/22/2019 13:54
1711,735,Sakoulas strains,PM11C,S. aureus,Sakoulas_18,RPMI,R2,12/22/2019 13:54
1712,736,Sakoulas strains,PM11C,S. aureus,Sakoulas_19,MHB,R1,12/22/2019 13:54
1713,737,Sakoulas strains,PM11C,S. aureus,Sakoulas_19,MHB,R2,12/22/2019 13:54
1714,738,Sakoulas strains,PM11C,S. aureus,Sakoulas_19,RPMI,R1,12/22/2019 13:54
1715,739,Sakoulas strains,PM11C,S. aureus,Sakoulas_19,RPMI,R2,12/22/2019 13:54
1716,740,Sakoulas strains,PM11C,S. aureus,Sakoulas_21,MHB,R1,12/22/2019 13:54
1717,741,Sakoulas strains,PM11C,S. aureus,Sakoulas_21,MHB,R2,12/22/2019 13:54
1718,742,Sakoulas strains,PM11C,S. aureus,Sakoulas_21,RPMI,R1,12/22/2019 13:54
1719,743,Sakoulas strains,PM11C,S. aureus,Sakoulas_21,RPMI,R2,12/22/2019 13:54
1720,744,Sakoulas strains,PM11C,S. aureus,Sakoulas_24,MHB,R1,12/23/2019 10:44
1721,745,Sakoulas strains,PM11C,S. aureus,Sakoulas_24,MHB,R2,12/23/2019 10:44
1722,746,Sakoulas strains,PM11C,S. aureus,Sakoulas_24,RPMI,R1,12/23/2019 10:44
1723,747,Sakoulas strains,PM11C,S. aureus,Sakoulas_24,RPMI,R2,12/23/2019 10:44
1724,748,Sakoulas strains,PM11C,S. aureus,Sakoulas_27,MHB,R1,1/3/2020 15:27
1725,749,Sakoulas strains,PM11C,S. aureus,Sakoulas_27,MHB,R2,1/3/2020 15:27
1726,750,Sakoulas strains,PM11C,S. aureus,Sakoulas_27,RPMI,R1,1/3/2020 15:27
1727,751,Sakoulas strains,PM11C,S. aureus,Sakoulas_27,RPMI,R2,1/3/2020 15:27
1728,752,Sakoulas strains,PM11C,S. aureus,Sakoulas_30,MHB,R1,1/3/2020 15:27
1729,753,Sakoulas strains,PM11C,S. aureus,Sakoulas_30,MHB,R2,1/3/2020 15:27
1730,754,Sakoulas strains,PM11C,S. aureus,Sakoulas_30,RPMI,R1,1/3/2020 15:27
1731,755,Sakoulas strains,PM11C,S. aureus,Sakoulas_30,RPMI,R2,1/3/2020 15:27
1732,756,Sakoulas strains,PM11C,S. aureus,Sakoulas_35,MHB,R1,1/3/2020 15:27
1733,757,Sakoulas strains,PM11C,S. aureus,Sakoulas_35,MHB,R2,1/3/2020 15:27
1734,758,Sakoulas strains,PM11C,S. aureus,Sakoulas_35,RPMI,R1,1/3/2020 15:27
1735,759,Sakoulas strains,PM11C,S. aureus,Sakoulas_35,RPMI,R2,1/3/2020 15:27
1736,760,Sakoulas strains,PM12B,S. aureus,Sakoulas_13,MHB,R1,12/21/2019 14:25
1737,761,Sakoulas strains,PM12B,S. aureus,Sakoulas_13,MHB,R2,12/21/2019 14:25
1738,762,Sakoulas strains,PM12B,S. aureus,Sakoulas_13,RPMI,R1,12/21/2019 14:25
1739,763,Sakoulas strains,PM12B,S. aureus,Sakoulas_13,RPMI,R2,12/21/2019 14:25
1740,764,Sakoulas strains,PM12B,S. aureus,Sakoulas_15,MHB,R1,12/21/2019 14:25
1741,765,Sakoulas strains,PM12B,S. aureus,Sakoulas_15,MHB,R2,12/21/2019 14:25
